Series_reference,Period,Type,Data_value,Lower_CI,Upper_CI,Units,Indicator,Cause,Validation,Population,Age,Severity
w14,2017,Single year,2.39484152182791,1.76557659118649,3.02410645246932,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2018,Single year,1.86945949978771,1.31395016671776,2.42496883285766,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2019,Single year,2.63678811345294,1.97763286151628,3.2959433653896,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w14,2020,Single year,2.01539153813822,1.44748190065385,2.58330117562259,"Per 100,000 people",Age-standardised rate,Work,Validated,Whole pop,All ages,Fatal
w12,2002,Single year,96,76.7963532945787,115.203646705421,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2003,Single year,92,73.2006858767704,110.799314123229,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2004,Single year,79,61.5794590544714,96.4205409455285,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2005,Single year,75,58.0262139888574,91.9737860111425,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2006,Single year,75,58.0262139888574,91.9737860111425,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2007,Single year,57,42.202596417629,71.7974035823709,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2008,Single year,68,51.8377229386698,84.1622770613302,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2009,Single year,71,54.485049916234,87.514950083766,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2010,Single year,90,71.4061490308631,108.593850969136,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2011,Single year,119,97.6193171375982,140.380682862401,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2012,Single year,52,37.8664987113562,66.1335012886437,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2013,Single year,53,38.7312468135163,67.2687531864837,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2014,Single year,51,37.0030574818855,64.9969425181144,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2015,Single year,47,33.5631638927676,60.4368361072323,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2016,Single year,55,40.464518063092,69.5354819369079,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2017,Single year,65,49.1982651792558,80.8017348207441,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2018,Single year,49,35.2802521082196,62.7197478917803,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2019,Single year,72,55.3691541078038,88.6308458921961,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
w12,2020,Single year,58,43.0733589980779,72.926641001922,Injuries,Number,Work,Validated,Whole pop,All ages,Fatal
s12,2000,Single year,13.8160045119801,10.7784803997603,16.8535286241999,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2001,Single year,13.3932356318868,10.4339076638703,16.3525635999034,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2002,Single year,13.4272536214983,10.4838559760489,16.3706512669478,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2003,Single year,14.4278606965174,11.3961315067649,17.4595898862698,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2004,Single year,17.9856263402238,14.6239198249763,21.3473328554713,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2005,Single year,17.0012318170528,13.7472983617711,20.2551652723344,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2006,Single year,17.248062809562,13.9904623726805,20.5056632464434,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2007,Single year,15.2586097473208,12.2297866312362,18.2874328634054,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2008,Single year,13.1262833402754,10.358199196125,15.8943674844257,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2009,Single year,12.1303250788627,9.50855821561692,14.7520919421085,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2010,Single year,14.5488256133591,11.7092139891227,17.3884372375954,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2011,Single year,15.9658266764283,13.0015629316085,18.930090421248,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2012,Single year,16.6099488788069,13.6015809834782,19.6183167741357,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2013,Single year,14.3123843503069,11.5337443649327,17.091024335681,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2014,Single year,12.6682623940832,10.0649370242251,15.2715877639413,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2015,Single year,15.6149656798819,12.7549824818267,18.4749488779371,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2016,Single year,17.1493500239734,14.2093108716106,20.0893891763361,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2017,Single year,17.5745332400552,14.6385958212771,20.5104706588333,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s12,2018,Single year,17.3956722095545,14.4638612382098,20.3274831808992,"Per 100,000 people",Age-standardised rate,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2000,Single year,80,62.4695491884683,97.5304508115316,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2001,Single year,79,61.5794590544714,96.4205409455285,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2002,Single year,80,62.4695491884683,97.5304508115316,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2003,Single year,87,68.7186729857926,105.281327014207,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2004,Single year,110,89.4437243091956,130.556275690804,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2005,Single year,105,84.916345547364,125.083654452635,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2006,Single year,108,87.6314567866289,128.368543213371,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2007,Single year,98,78.5973464591045,117.402653540895,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2008,Single year,87,68.7186729857926,105.281327014207,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2009,Single year,83,65.1438783013328,100.856121698667,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2010,Single year,102,82.2053340591259,121.794665940874,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2011,Single year,113,92.1652970566308,133.834702943369,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2012,Single year,119,97.6193171375982,140.380682862401,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2013,Single year,104,84.0122107937824,123.987789206217,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2014,Single year,93,74.0987918289715,111.901208171028,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2015,Single year,118,96.7093414652832,139.290658534716,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2016,Single year,135,112.22727638613,157.772723613869,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2017,Single year,142,118.644333609623,165.355666390376,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
s11,2018,Single year,140,116.809393390918,163.190606609081,Injuries,Number,Intentional self-harm,Validated,Maori,All ages,Fatal
m12,2000,Single year,4.10754729539636,2.76478094073469,5.45031365005803,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2001,Single year,3.32119440336708,2.112185615327,4.53020319140716,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2002,Single year,3.6255583133513,2.36936127734033,4.88175534936227,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2003,Single year,3.0351401785112,1.89029973620297,4.17998062081943,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2004,Single year,2.01432756003947,1.0837576485494,2.94489747152955,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2005,Single year,3.26229110954881,2.07493455622855,4.44964766286906,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2006,Single year,2.70835170676024,1.62475474335613,3.79194867016436,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2007,Single year,3.3623041396458,2.15870442855703,4.56590385073457,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2008,Single year,2.33251303610312,1.33387532173736,3.33115075046888,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2009,Single year,2.42449490502346,1.40986410601969,3.43912570402724,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2010,Single year,1.63081537825912,0.80362800366234,2.4580027528559,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2011,Single year,1.11141223809618,0.42102985745429,1.80179461873807,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2012,Single year,1.59411312110049,0.75799208045256,2.43023416174842,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2013,Single year,0.74496718707613,0.19167715871861,1.29825721543366,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2014,Single year,1.42040907090134,0.6468739330153,2.19394420878739,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2015,Single year,1.08857568552119,0.4126339944004,1.76451737664199,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2016,Single year,1.65286598407058,0.81448441457451,2.49124755356665,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2017,Single year,1.36749055950176,0.62303943563613,2.11194168336738,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m12,2018,Single year,1.61579872401792,0.79727595279942,2.43432149523641,"Per 100,000 people",Age-standardised rate,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2000,Single year,36,24.2402160927596,47.7597839072403,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2001,Single year,29,18.4452709272037,39.5547290727962,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2002,Single year,32,20.9127694052025,43.0872305947974,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2003,Single year,27,16.8157283933144,37.1842716066855,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2004,Single year,18,9.68457705390193,26.315422946098,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2005,Single year,29,18.4452709272037,39.5547290727962,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2006,Single year,24,14.3981766472893,33.6018233527106,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2007,Single year,30,19.264835137697,40.7351648623029,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2008,Single year,21,12.0183166814579,29.981683318542,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2009,Single year,22,12.806954038227,31.193045961773,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2010,Single year,15,7.40909212871004,22.5909078712899,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2011,Single year,10,3.80204967695438,16.1979503230456,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2012,Single year,14,6.66648627943482,21.3335137205651,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2013,Single year,7,1.81442271826377,12.1855772817362,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2014,Single year,13,5.93324935567812,20.0667506443218,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2015,Single year,10,3.80204967695438,16.1979503230456,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2016,Single year,15,7.40909212871004,22.5909078712899,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2017,Single year,13,5.93324935567812,20.0667506443218,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
m11,2018,Single year,15,7.40909212871004,22.5909078712899,Injuries,Number,Motor vehicle traffic crashes,Validated,Children,0-14 years,Fatal
f02c,2000,Single year,589.635641172669,378.535322821614,800.735959523724,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2001,Single year,483.016840894442,297.308765659627,668.724916129256,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2002,Single year,524.520999151692,336.811100219951,712.230898083432,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2003,Single year,465.890183028286,293.325215250042,638.45515080653,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2004,Single year,613.28602523618,420.798448222315,805.773602250045,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2005,Single year,691.918179295,494.013352828774,889.823005761227,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2006,Single year,804.438545014205,597.203973538359,1011.67311649005,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2007,Single year,594.476735440699,420.478309115626,768.475161765772,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2008,Single year,619.89046993293,449.384837307202,790.396102558658,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2009,Single year,598.101350307709,438.274752359038,757.927948256381,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2010,Single year,453.29436623487,319.07566581335,587.51306665639,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2011,Single year,636.926628779519,481.860282030972,791.992975528065,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2012,Single year,698.26622691345,542.947071227847,853.585382599053,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2013,Single year,800.781688388365,639.329072308978,962.234304467752,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2014,Single year,670.135286505062,527.274074136706,812.996498873418,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2015,Single year,573.726061926903,446.128755485249,701.323368368556,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2016,Single year,774.060739455074,630.323001079906,917.798477830241,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2017,Single year,837.273946589191,692.813480266733,981.73441291165,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2018,Single year,687.465910606061,560.10441489026,814.827406321862,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2019,Single year,799.718855178479,665.397706210913,934.040004146045,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f02c,2020,Single year,775.459703912283,648.146574975317,902.772832849248,"Per 100,000 people",Age-standardised rate,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2000,Single year,30,19.264835137697,40.7351648623029,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2001,Single year,26,16.0061053968912,35.9938946031088,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2002,Single year,30,19.264835137697,40.7351648623029,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2003,Single year,28,17.6288454365275,38.3711545634724,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2004,Single year,39,26.7600288396144,51.2399711603856,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2005,Single year,47,33.5631638927676,60.4368361072323,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2006,Single year,58,43.0733589980779,72.926641001922,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2007,Single year,45,31.8521618913512,58.1478381086487,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2008,Single year,51,37.0030574818855,64.9969425181144,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2009,Single year,54,39.597264970934,68.4027350290659,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2010,Single year,44,30.9990697213414,57.0009302786586,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2011,Single year,65,49.1982651792558,80.8017348207441,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2012,Single year,78,60.6900667819271,95.3099332180728,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2013,Single year,95,75.8966341194557,114.103365880544,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2014,Single year,85,66.93002490984,103.069975090159,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2015,Single year,78,60.6900667819271,95.3099332180728,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2016,Single year,112,91.257690873055,132.742309126944,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2017,Single year,130,107.65297230748,152.347027692519,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2018,Single year,113,92.1652970566308,133.834702943369,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2019,Single year,138,114.975636441895,161.024363558104,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
f01c,2020,Single year,145,121.398908309134,168.601091690865,Injuries,Number,Falls,Validated,Maori,75+ years,Serious non-fatal
wf02,2002,Single year,37.9025304020914,29.2521283800766,46.5529324241061,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2003,Single year,32.5,24.5991325896279,40.400867410372,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2004,Single year,25.5629559578785,18.6695037417211,32.4564081740359,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2005,Single year,31.8044701489846,24.2965498954385,39.3123904025306,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2006,Single year,33.558077766286,25.8609753324677,41.2551802001044,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2007,Single year,33.9431129253875,26.5347084974517,41.3515173533232,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2008,Single year,28.4440974740971,21.6788482815623,35.2093466666318,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2009,Single year,24.9319161219921,18.4390014885622,31.424830755422,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2010,Single year,25.5123340785681,19.0836788288956,31.9409893282407,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2011,Single year,25.0667109633208,18.5878356936643,31.5455862329772,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2012,Single year,29.6294147330663,22.6065737426186,36.652255723514,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2013,Single year,21.6594616618757,15.7418512419146,27.5770720818368,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2014,Single year,20.7126192130346,14.9628107642369,26.4624276618323,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2015,Single year,24.3297138107092,18.1832337493243,30.4761938720942,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2016,Single year,18.8643609323092,13.6520866289943,24.076635235624,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2017,Single year,19.9949161424565,14.9035726839665,25.0862596009465,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2018,Single year,21.0346427505631,16.0127851520533,26.0565003490728,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2019,Single year,25.0888787624054,19.5922312148113,30.5855263099996,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf02,2020,Single year,18.4979567639176,13.7104384935598,23.2854750342754,"Per 100,000 people",Age-standardised rate,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2002,Single year,74,57.1397522932975,90.8602477067024,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2003,Single year,65,49.1982651792558,80.8017348207441,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2004,Single year,53,38.7312468135163,67.2687531864837,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2005,Single year,71,54.485049916234,87.514950083766,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2006,Single year,75,58.0262139888574,91.9737860111425,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2007,Single year,82,64.2517712631114,99.7482287368886,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2008,Single year,69,52.7193163955596,85.2806836044404,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2009,Single year,59,43.9452309741745,74.0547690258254,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2010,Single year,65,49.1982651792558,80.8017348207441,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2011,Single year,61,45.6921919249573,76.3078080750426,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2012,Single year,75,58.0262139888574,91.9737860111425,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2013,Single year,59,43.9452309741745,74.0547690258254,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2014,Single year,55,40.464518063092,69.5354819369079,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2015,Single year,67,50.9570033663749,83.0429966336251,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2016,Single year,57,42.202596417629,71.7974035823709,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2017,Single year,68,51.8377229386698,84.1622770613302,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2018,Single year,78,60.6900667819271,95.3099332180728,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2019,Single year,91,72.3031352178188,109.696864782181,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
wf01,2020,Single year,64,48.3202881236795,79.6797118763204,Injuries,Number,Work,Validated,Maori,All ages,Serious non-fatal
in02,2000,Single year,3.31967674018865,2.11075159785028,4.52860188252703,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2001,Single year,6.1450927312456,4.50585780110907,7.78432766138213,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2002,Single year,5.5325255832387,3.98343088243679,7.08162028404061,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2003,Single year,3.25996537691944,2.07348084795114,4.44644990588774,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2004,Single year,4.24945616150155,2.8983337425969,5.60057858040621,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2005,Single year,4.47737388531982,3.08982887827477,5.86491889236488,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2006,Single year,4.69021187766119,3.27166385974916,6.10875989557322,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2007,Single year,5.00617015742031,3.54289949552609,6.46944081931454,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2008,Single year,4.07908567621931,2.76333210009106,5.39483925234757,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2009,Single year,5.9999086033731,4.42605518411301,7.57376202263318,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2010,Single year,6.01737394565064,4.43767077862924,7.59707711267203,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2011,Single year,4.54193985651106,3.16462746097081,5.91925225205131,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2012,Single year,4.34362000611818,2.99363489838668,5.69360511384968,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2013,Single year,3.97119608527206,2.68837647825172,5.2540156922924,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2014,Single year,6.78558665851986,5.09263722042102,8.4785360966187,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2015,Single year,3.65253758057108,2.40345473497924,4.90162042616293,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2016,Single year,4.42620650073739,3.05166012023054,5.80075288124423,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
in02,2017,Single year,5.40751323101593,3.90634944318789,6.90867701884396,"Per 100,000 people",Age-standardised rate,Intentional,Validated,Children,0-14 years,Serious non-fatal
